[I 2023-12-19 20:39:37,714] A new study created in memory with name: no-name-e374f74d-06ae-4cdd-9ac2-b7a206e8c3f2
2023-12-19 20:39:42.134588: W external/xla/xla/service/gpu/nvptx_compiler.cc:698] The NVIDIA driver's CUDA version is 12.0 which is older than the ptxas CUDA version (12.3.103). Because the driver is older than the ptxas version, XLA is disabling parallel compilation, which may slow down compilation. You should update your NVIDIA driver or use the NVIDIA-provided CUDA forward compatibility packages.
[I 2023-12-19 20:42:38,581] Trial 0 finished with value: 0.9333333333333332 and parameters: {'learning_rate': 0.00031489116479568613, 'batch_size': 8, 'embed_dim': 32, 'depth': 6}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:43:33,201] Trial 1 finished with value: 0.85 and parameters: {'learning_rate': 3.613894271216525e-05, 'batch_size': 64, 'embed_dim': 128, 'depth': 3}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:43:53,757] Trial 2 finished with value: 0.32814526359240215 and parameters: {'learning_rate': 1.3726318898045866e-05, 'batch_size': 1028, 'embed_dim': 16, 'depth': 6}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:44:07,402] Trial 3 finished with value: 0.8291666666666666 and parameters: {'learning_rate': 0.00026730883107816685, 'batch_size': 256, 'embed_dim': 16, 'depth': 3}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:45:04,584] Trial 4 finished with value: 0.834375 and parameters: {'learning_rate': 0.00017535949529764417, 'batch_size': 64, 'embed_dim': 16, 'depth': 6}. Best is trial 0 with value: 0.9333333333333332.
[I 2023-12-19 20:45:25,228] Trial 5 finished with value: 0.8548177083333333 and parameters: {'learning_rate': 9.935023909063687e-05, 'batch_size': 512, 'embed_dim': 128, 'depth': 2}. Best is trial 0 with value: 0.9333333333333332.
1: Train Metrics(loss=0.6476299166679382, accuracy=0.875), Test Metrics(loss=0.5396900773048401, accuracy=0.75)
5: Train Metrics(loss=0.2625706195831299, accuracy=0.875), Test Metrics(loss=0.31370672583580017, accuracy=0.875)
6: Train Metrics(loss=0.39971497654914856, accuracy=0.9375), Test Metrics(loss=0.34053540229797363, accuracy=0.875)
7: Train Metrics(loss=0.16434529423713684, accuracy=0.9375), Test Metrics(loss=0.25670191645622253, accuracy=0.8125)
8: Train Metrics(loss=0.6767852306365967, accuracy=0.8125), Test Metrics(loss=0.11264209449291229, accuracy=0.9375)
9: Train Metrics(loss=0.12250319123268127, accuracy=0.9375), Test Metrics(loss=0.2910778820514679, accuracy=0.875)
10: Train Metrics(loss=0.2132578045129776, accuracy=0.875), Test Metrics(loss=0.10624469816684723, accuracy=0.9375)
1: Train Metrics(loss=0.4092113673686981, accuracy=0.8125), Test Metrics(loss=0.7586394548416138, accuracy=0.8125)
2: Train Metrics(loss=0.2658466696739197, accuracy=0.9375), Test Metrics(loss=0.052850257605314255, accuracy=1.0)
3: Train Metrics(loss=0.29395806789398193, accuracy=0.8125), Test Metrics(loss=0.199757918715477, accuracy=1.0)
4: Train Metrics(loss=0.217060849070549, accuracy=0.9375), Test Metrics(loss=0.49734991788864136, accuracy=0.875)
5: Train Metrics(loss=0.4718725383281708, accuracy=0.875), Test Metrics(loss=0.5605298280715942, accuracy=0.75)
6: Train Metrics(loss=0.529902458190918, accuracy=0.9375), Test Metrics(loss=0.31654027104377747, accuracy=0.9375)
7: Train Metrics(loss=0.31876444816589355, accuracy=0.9375), Test Metrics(loss=0.31965336203575134, accuracy=0.9375)
8: Train Metrics(loss=0.4038316011428833, accuracy=0.8125), Test Metrics(loss=0.24434956908226013, accuracy=0.875)
9: Train Metrics(loss=0.21759143471717834, accuracy=0.9375), Test Metrics(loss=0.10533499717712402, accuracy=1.0)
10: Train Metrics(loss=0.23411747813224792, accuracy=0.9375), Test Metrics(loss=0.07107459008693695, accuracy=0.9375)
1: Train Metrics(loss=0.5232492685317993, accuracy=0.8046875), Test Metrics(loss=0.5661628246307373, accuracy=0.82421875)
2: Train Metrics(loss=0.4544418752193451, accuracy=0.8125), Test Metrics(loss=0.5140255689620972, accuracy=0.81640625)
[I 2023-12-19 21:55:42,697] Trial 55 finished with value: 0.87421875 and parameters: {'learning_rate': 0.00012206707893828335, 'batch_size': 256, 'embed_dim': 256, 'depth': 4}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:57:22,092] Trial 56 finished with value: 0.9458333333333333 and parameters: {'learning_rate': 0.0004094261278601074, 'batch_size': 16, 'embed_dim': 64, 'depth': 5}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:57:46,442] Trial 57 finished with value: 0.8541666666666666 and parameters: {'learning_rate': 0.0007592625273977187, 'batch_size': 64, 'embed_dim': 16, 'depth': 2}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 21:58:24,183] Trial 58 finished with value: 0.9041666666666666 and parameters: {'learning_rate': 5.370136333445172e-05, 'batch_size': 16, 'embed_dim': 64, 'depth': 1}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 22:00:04,570] Trial 59 finished with value: 0.70625 and parameters: {'learning_rate': 0.0013402113346247357, 'batch_size': 32, 'embed_dim': 128, 'depth': 5}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 22:00:32,701] Trial 60 finished with value: 0.8729166666666666 and parameters: {'learning_rate': 7.914700497665953e-05, 'batch_size': 128, 'embed_dim': 64, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 22:02:12,295] Trial 61 finished with value: 0.95 and parameters: {'learning_rate': 0.0002235095951296043, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
3: Train Metrics(loss=0.45458728075027466, accuracy=0.8515625), Test Metrics(loss=0.49364566802978516, accuracy=0.828125)
4: Train Metrics(loss=0.3082854747772217, accuracy=0.90234375), Test Metrics(loss=0.3779200315475464, accuracy=0.87109375)
5: Train Metrics(loss=0.4910471737384796, accuracy=0.84765625), Test Metrics(loss=0.34545236825942993, accuracy=0.8828125)
6: Train Metrics(loss=0.31916558742523193, accuracy=0.8984375), Test Metrics(loss=0.4275851249694824, accuracy=0.87109375)
7: Train Metrics(loss=0.328920841217041, accuracy=0.90234375), Test Metrics(loss=0.30969804525375366, accuracy=0.8984375)
8: Train Metrics(loss=0.39193645119667053, accuracy=0.875), Test Metrics(loss=0.38885998725891113, accuracy=0.85546875)
9: Train Metrics(loss=0.2905859649181366, accuracy=0.89453125), Test Metrics(loss=0.38884246349334717, accuracy=0.87109375)
10: Train Metrics(loss=0.3090199828147888, accuracy=0.89453125), Test Metrics(loss=0.3432720899581909, accuracy=0.87890625)
1: Train Metrics(loss=0.46879705786705017, accuracy=0.875), Test Metrics(loss=0.6542909145355225, accuracy=0.8125)
2: Train Metrics(loss=0.2614242136478424, accuracy=0.875), Test Metrics(loss=0.14569516479969025, accuracy=0.9375)
3: Train Metrics(loss=0.24262188374996185, accuracy=0.875), Test Metrics(loss=0.08125662803649902, accuracy=1.0)
4: Train Metrics(loss=0.19531890749931335, accuracy=0.9375), Test Metrics(loss=0.21610648930072784, accuracy=0.9375)
5: Train Metrics(loss=0.3715360462665558, accuracy=0.875), Test Metrics(loss=0.4548504054546356, accuracy=0.8125)
6: Train Metrics(loss=0.15495458245277405, accuracy=0.875), Test Metrics(loss=0.1993284970521927, accuracy=0.875)
7: Train Metrics(loss=0.09656448662281036, accuracy=1.0), Test Metrics(loss=0.3132510185241699, accuracy=0.9375)
8: Train Metrics(loss=0.3148057460784912, accuracy=0.875), Test Metrics(loss=0.11096736788749695, accuracy=1.0)
9: Train Metrics(loss=0.21559110283851624, accuracy=0.9375), Test Metrics(loss=0.13634371757507324, accuracy=0.9375)
10: Train Metrics(loss=0.1798802763223648, accuracy=0.875), Test Metrics(loss=0.22848281264305115, accuracy=0.9375)
1: Train Metrics(loss=0.6078023910522461, accuracy=0.78125), Test Metrics(loss=0.9228180646896362, accuracy=0.71875)
2: Train Metrics(loss=0.444133460521698, accuracy=0.828125), Test Metrics(loss=0.45694291591644287, accuracy=0.828125)
3: Train Metrics(loss=0.22836393117904663, accuracy=0.953125), Test Metrics(loss=0.4348388612270355, accuracy=0.875)
4: Train Metrics(loss=0.5440137386322021, accuracy=0.8125), Test Metrics(loss=0.3981527090072632, accuracy=0.890625)
5: Train Metrics(loss=0.5002298355102539, accuracy=0.84375), Test Metrics(loss=0.4085254669189453, accuracy=0.796875)
6: Train Metrics(loss=0.3039694130420685, accuracy=0.90625), Test Metrics(loss=0.31395217776298523, accuracy=0.890625)
7: Train Metrics(loss=0.441764771938324, accuracy=0.890625), Test Metrics(loss=0.641236424446106, accuracy=0.84375)
8: Train Metrics(loss=0.24569962918758392, accuracy=0.90625), Test Metrics(loss=0.2007005214691162, accuracy=0.9375)
9: Train Metrics(loss=0.5192503333091736, accuracy=0.859375), Test Metrics(loss=0.35474514961242676, accuracy=0.859375)
10: Train Metrics(loss=0.19759820401668549, accuracy=0.9375), Test Metrics(loss=0.5775864124298096, accuracy=0.796875)
1: Train Metrics(loss=0.6139705181121826, accuracy=0.6875), Test Metrics(loss=0.6835624575614929, accuracy=0.8125)
2: Train Metrics(loss=0.345225989818573, accuracy=0.9375), Test Metrics(loss=0.1592760980129242, accuracy=0.9375)
3: Train Metrics(loss=0.22346939146518707, accuracy=0.875), Test Metrics(loss=0.28506892919540405, accuracy=0.875)
4: Train Metrics(loss=0.7522784471511841, accuracy=0.6875), Test Metrics(loss=0.3971228003501892, accuracy=0.8125)
5: Train Metrics(loss=0.621550440788269, accuracy=0.8125), Test Metrics(loss=0.3426637649536133, accuracy=0.875)
6: Train Metrics(loss=0.6041617393493652, accuracy=0.875), Test Metrics(loss=0.22185906767845154, accuracy=0.9375)
7: Train Metrics(loss=0.15211398899555206, accuracy=1.0), Test Metrics(loss=0.47416818141937256, accuracy=0.75)
8: Train Metrics(loss=0.7293328046798706, accuracy=0.8125), Test Metrics(loss=0.3152894377708435, accuracy=0.875)
9: Train Metrics(loss=0.5617022514343262, accuracy=0.8125), Test Metrics(loss=0.3222481608390808, accuracy=0.875)
10: Train Metrics(loss=0.54660964012146, accuracy=0.8125), Test Metrics(loss=0.07172179967164993, accuracy=1.0)
1: Train Metrics(loss=1.3116343021392822, accuracy=0.53125), Test Metrics(loss=1.161733865737915, accuracy=0.5)
2: Train Metrics(loss=0.669731080532074, accuracy=0.8125), Test Metrics(loss=0.7593883275985718, accuracy=0.75)
3: Train Metrics(loss=0.7978248000144958, accuracy=0.78125), Test Metrics(loss=0.8928130269050598, accuracy=0.6875)
4: Train Metrics(loss=0.8523703813552856, accuracy=0.625), Test Metrics(loss=0.7360013723373413, accuracy=0.8125)
5: Train Metrics(loss=0.9838995933532715, accuracy=0.625), Test Metrics(loss=0.8858008980751038, accuracy=0.6875)
6: Train Metrics(loss=0.9905257821083069, accuracy=0.6875), Test Metrics(loss=0.7089121341705322, accuracy=0.6875)
7: Train Metrics(loss=0.789983332157135, accuracy=0.6875), Test Metrics(loss=1.0045366287231445, accuracy=0.6875)
8: Train Metrics(loss=0.8883185982704163, accuracy=0.71875), Test Metrics(loss=0.8984513282775879, accuracy=0.75)
9: Train Metrics(loss=1.0273218154907227, accuracy=0.6875), Test Metrics(loss=0.7830000519752502, accuracy=0.75)
10: Train Metrics(loss=0.6829891204833984, accuracy=0.8125), Test Metrics(loss=0.9267982840538025, accuracy=0.65625)
1: Train Metrics(loss=0.45955613255500793, accuracy=0.875), Test Metrics(loss=0.5891205072402954, accuracy=0.7734375)
2: Train Metrics(loss=0.37931036949157715, accuracy=0.8671875), Test Metrics(loss=0.5036177039146423, accuracy=0.8671875)
3: Train Metrics(loss=0.43932196497917175, accuracy=0.8828125), Test Metrics(loss=0.510941207408905, accuracy=0.78125)
4: Train Metrics(loss=0.2288030982017517, accuracy=0.9296875), Test Metrics(loss=0.33099883794784546, accuracy=0.8984375)
5: Train Metrics(loss=0.282112181186676, accuracy=0.890625), Test Metrics(loss=0.41727694869041443, accuracy=0.859375)
6: Train Metrics(loss=0.22224080562591553, accuracy=0.8984375), Test Metrics(loss=0.2423253059387207, accuracy=0.9140625)
7: Train Metrics(loss=0.25076931715011597, accuracy=0.921875), Test Metrics(loss=0.41151708364486694, accuracy=0.8671875)
8: Train Metrics(loss=0.3256719410419464, accuracy=0.90625), Test Metrics(loss=0.31508737802505493, accuracy=0.8984375)
9: Train Metrics(loss=0.21673741936683655, accuracy=0.9296875), Test Metrics(loss=0.3688734173774719, accuracy=0.8828125)
10: Train Metrics(loss=0.2088976353406906, accuracy=0.9375), Test Metrics(loss=0.472348153591156, accuracy=0.84375)
1: Train Metrics(loss=0.36753425002098083, accuracy=0.9375), Test Metrics(loss=0.7601954936981201, accuracy=0.8125)
2: Train Metrics(loss=0.21468323469161987, accuracy=0.9375), Test Metrics(loss=0.10094070434570312, accuracy=0.9375)
3: Train Metrics(loss=0.2362271547317505, accuracy=0.875), Test Metrics(loss=0.22332771122455597, accuracy=0.9375)
4: Train Metrics(loss=0.19881418347358704, accuracy=1.0), Test Metrics(loss=0.4317605495452881, accuracy=0.875)
5: Train Metrics(loss=0.3838629722595215, accuracy=0.875), Test Metrics(loss=0.6334937810897827, accuracy=0.75)
6: Train Metrics(loss=0.5143492221832275, accuracy=0.9375), Test Metrics(loss=0.2547664940357208, accuracy=0.875)
7: Train Metrics(loss=0.3557800054550171, accuracy=0.875), Test Metrics(loss=0.3842759132385254, accuracy=0.875)
8: Train Metrics(loss=0.4862631857395172, accuracy=0.875), Test Metrics(loss=0.2271958887577057, accuracy=0.875)
9: Train Metrics(loss=0.17104986310005188, accuracy=1.0), Test Metrics(loss=0.09228942543268204, accuracy=1.0)
10: Train Metrics(loss=0.30548378825187683, accuracy=0.8125), Test Metrics(loss=0.06402605026960373, accuracy=1.0)
1: Train Metrics(loss=0.4778531789779663, accuracy=0.8125), Test Metrics(loss=0.7065136432647705, accuracy=0.875)
2: Train Metrics(loss=0.41375458240509033, accuracy=0.8125), Test Metrics(loss=0.1829647421836853, accuracy=0.9375)
[I 2023-12-19 22:03:51,772] Trial 62 finished with value: 0.925 and parameters: {'learning_rate': 0.0003532177090225632, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 22:05:31,749] Trial 63 finished with value: 0.9541666666666666 and parameters: {'learning_rate': 0.00019326646683641804, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 22:07:13,206] Trial 64 finished with value: 0.9458333333333333 and parameters: {'learning_rate': 0.00012465253112929446, 'batch_size': 16, 'embed_dim': 16, 'depth': 6}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 22:08:14,811] Trial 65 finished with value: 0.9083333333333334 and parameters: {'learning_rate': 0.0011173864301038787, 'batch_size': 16, 'embed_dim': 32, 'depth': 3}. Best is trial 31 with value: 0.9749999999999999.
[I 2023-12-19 22:08:30,251] Trial 66 finished with value: 0.7903645833333333 and parameters: {'learning_rate': 0.0005646993916339346, 'batch_size': 512, 'embed_dim': 8, 'depth': 5}. Best is trial 31 with value: 0.9749999999999999.
slurmstepd: error: *** STEP 64401.0 ON ip-26-0-144-205 CANCELLED AT 2023-12-19T22:08:39 ***
slurmstepd: error: *** JOB 64401 ON ip-26-0-144-205 CANCELLED AT 2023-12-19T22:08:39 ***
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
